DANH SÁCH TÀI LIỆU SỐ - THƯ VIỆN QNU;;;;;;;;;;;;;
STT;Tiêu đề;Tác giả;Tác giả phụ;Năm xuất bản;Nhà xuất bản;Chủ đề;Chuyên ngành;Học phần;Loại tài liệu;Kiểu tài liệu;Ngôn ngữ;Link URL;Ghi chú
6149;Nguyễn Công Hoan truyện ngắn chọn lọc : T.2;Lê Minh (s.t., b.s.);;2005;Nxb. Hộ nhà văn;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6608;CÓ FILE
6150;Truyện ngắn hay;Ma Văn Kháng, Bảo Ninh, Phạm Ngọc Tiến,…;;2005;Văn học;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6609;KHÔNG CÓ FILE
6151;Nam Cao truyện ngắn tuyển chọn;Lan Hương (tuyển chọn);;2004;Văn học;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6610;KHÔNG CÓ FILE
6152;Truyện ngắn Phan Thị Vàng Anh;;;2011;Nxb. Trẻ;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6611;KHÔNG CÓ FILE
6153;Truyện ngụ ngôn : Q.1;B.s.: Nguyễn Xuân Kính (ch.b.), Vũ Quang Dũng, Phan Thị Hoa Lý;;2009;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6612;KHÔNG CÓ FILE
6154;Truyện ngụ ngôn : Q.2;B.s.: Nguyễn Xuân Kính (ch.b.), Vũ Quang Dũng, Phan Thị Hoa Lý;;2009;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6613;KHÔNG CÓ FILE
6155;Truyện thơ Tày : Nguồn gốc, quá trình phát triển và thi pháp thể loại;Vũ Anh Tuấn;;2003;Đại học Quốc gia Hà nội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6614;CÓ FILE
6156;Truyện Thơ Thái;Đỗ Thị Tấc (s.t., dịch, b.s.);;2012;Văn hóa Dân tộc;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6615;CÓ FILE
6157;Truyền thuyết dân gian người Việt : Q.1 : Truyền thuyết về về thời Hùng Vương;B.s.: Kiều Thu Hoạch (ch.b.), Trần Thị An, Mai Hồng Ngọc;;2009;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6616;CÓ FILE
6158;Truyền thuyết dân gian người Việt : Q.2 : Truyền thuyết về về thời Bắc thuộc Ngô - Đinh - Tiền Lê;B.s.: Kiều Thu Hoạch (ch.b.), Trần Thị An, Mai Hồng Ngọc;;2009;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6617;CÓ FILE
6159;Truyền thuyết dân gian người Việt : Q.3 : Truyền thuyết về về thời Lý và Trần;B.s.: Kiều Thu Hoạch (ch.b.), Trần Thị An, Mai Hồng Ngọc;;2009;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6618;CÓ FILE
6160;Truyền thuyết dân gian người Việt : Q.4 : Truyền thuyết về về Lê và Tây Sơn - Nguyễn;B.s.: Kiều Thu Hoạch (ch.b.), Trần Thị An, Mai Hồng Ngọc;;2009;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6619;CÓ FILE
6161;Truyền thuyết dân gian người Việt : Q.5 : Truyền thuyết Địa danh - Phong tục và truyền thuyết khác;B.s.: Kiều Thu Hoạch (ch.b.), Trần Thị An, Mai Hồng Ngọc;;2009;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6620;KHÔNG CÓ FILE
6162;Truyện Trang : Q.1;B.s.: Nguyễn Chí Bền (ch.b.), Phạm Lan Oanh;;2009;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6621;CÓ FILE
6163;Truyện Trang : Q.2;B.s.: Nguyễn Chí Bền (ch.b.), Phạm Lan Oanh;;2009;Khoa học Xã hội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6622;CÓ FILE
6164;Truyện trạng lợn;Hoàng Xuân (tuyển chọn);;2009;Văn học;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6623;KHÔNG CÓ FILE
6165;Truyện Trạng Quỳnh;Lữ Huy Nguyên (b.s.);;2003;Văn học;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6624;CÓ FILE 
6166;Từ ký hiệu học đến thi pháp học;Hoàng Trinh;;1997;Nxb. Đà Nẵng;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6625;CÓ FILE 
6167;"Tư liệu thảo luận 1955 về tập thơ ""Việt Bắc""";Lại Nguyên Ân (s.t., b.s.);;2005;Văn hóa Thông tin;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6626;CÓ FILE 
6168;Từ trong di sản;Nguyễn Minh Tấn (ch.b.);;1981;Tác phẩm mới;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6627;CÓ FILE 
6169;Từ điển tác gia Việt Nam;Nguyễn Quang Thắng;;1999;Văn hóa Thông tin;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6628;CÓ FILE 
6170;Từ mái trường mến yêu;Nguyễn Hùng Vĩ, Đào Văn Dũng, Phan Cung Đức,…;;2006;Đại học Quốc gia Hà nội;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6629;CÓ FILE 
6171;Hồ Chí Minh thời trẻ (truyện);Chu Trọng Hiến;;2007;Nxb. Nghệ An;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6630;CÓ FILE
6172;Tuồng Hài;Lê Ngọc Cầu (s.t.);;1980;Nxb. Văn hóa;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6631;CÓ FILE
6173;Tường Thành;Võ Thị Xuân Hà;;2006;Nxb. Hội nhà văn;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6632;KHÔNG CÓ FILE
6174;Tuyển tập Nguyễn Bính;S.t.: Vũ Quốc Ái, Quang Huy, Đỗ Đình Thọ, Kim Ngọc Diệu;;2001;Văn học;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6633;CÓ FILE
6175;Tuyển tập Thạch Lam;Phong Thu (tuyển chọn);;1988;Văn học;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6634;CÓ FILE
6176;Tuyển tập thơ tình bốn phương;B.s.: Thái Doãn Hiểu, Hoàng Liên;;1995;Nxb. Trẻ;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6635;CÓ FILE
6177;Tuyển tập văn học dân gian Việt Nam : T.4 : Truyện Thơ - sử thi;Trần Thị An, Nguyễn Thị Quế;;2007;Nxb. Giáo dục;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6636;CÓ FILE
6178;Tuyển tập kịch bản về nhà giáo Việt Nam : T.1;Trịnh Dưỡng;;2007;Giáo dục;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6637;CÓ FILE
6179;Tuyển tập kịch bản về nhà giáo Việt Nam : T.2;Y Nguyên;;2007;Giáo dục;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6638;CÓ FILE
6180;Tuyển tập Thế Lữ;Lê Đình Kỵ (s.t.);;1983;Văn học;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6639;CÓ FILE
6181;Thế Lữ tuyển tập : Tuyện trinh thám;;;2006;Thanh niên;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6640;CÓ FILE
6182;Tuyển tập văn học dân tộc miền núi : T.1: Thơ;Nông Quốc Chấn (ch.b.), Lò Ngân Sủn, Trần lê Văn,…;;2007;Giáo dục;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6641;KHÔNG CÓ FILE
6183;Tuyển tập văn học dân tộc miền núi : T.2 : Văn Xuôi;Ma Văn Kháng (ch.b.), Nguyễn Khắc Trường, Nguyễn Nghiệp;;2007;Giáo dục;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6642;KHÔNG CÓ FILE
6184;Vách đá cheo leo;Cao Thoại Châu;;2012;Nxb. Hội nhà văn;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6643;KHÔNG CÓ FILE
6185;Văn đàn bảo giám;Trần Trung Viên (sưu tập);;2004;Văn học;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6644;KHÔNG CÓ FILE
6186;Văn hóa, văn nghệ… Nam Việt Nam 1954-1975;Trần Trọng Đăng Đàn;;2000;Văn hóa Thông tin;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6645;CÓ FILE
6187;Văn học phương Tây giản yế;Minh Chính;;2002;Đại học Quốc gia Tp. Hồ Chí Minh;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6646;CÓ FILE
6188;Văn học Tây Sơn;Nguyễn Lộc (ch.b.);;1986;Nxb. Sở Văn hóa và Thông tin Nghĩa Bình;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6647;CÓ FILE
6189;Văn xuôi lãng mạn Việt Nam 1887-2000 : T.1 : Q.1 : 1887-1932;Hữu Nhuận (ch,b.);;2005;Nxb. Tp Hồ Chí Minh;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6648;KHÔNG CÓ FILE
6190;Văn xuôi lãng mạn Việt Nam 1887-2000 : T.1 : Q.2 : 1887-1932;Hữu Nhuận (ch,b.);;2005;Nxb. Tp Hồ Chí Minh;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6649;KHÔNG CÓ FILE
6191;Văn xuôi lãng mạn Việt Nam 1887-2000 : T.2 : Q.1 : 1933-1945;Hữu Nhuận (ch,b.);;2006;Nxb. Tp Hồ Chí Minh;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6650;KHÔNG CÓ FILE
6192;Văn xuôi lãng mạn Việt Nam 1887-2000 : T.2 : Q.2 : 1933-1945;Hữu Nhuận (ch,b.);;2006;Nxb. Tp Hồ Chí Minh;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6651;KHÔNG CÓ FILE
6193;Văn xuôi lãng mạn Việt Nam 1887-2000 : T.2 : Q.3 : 1933-1945;Hữu Nhuận (ch,b.);;2006;Nxb. Tp Hồ Chí Minh;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6652;KHÔNG CÓ FILE
6194;Văn xuôi lãng mạn Việt Nam 1887-2000 : T.2 : Q.4 : 1933-1945;Hữu Nhuận (ch,b.);;2006;Nxb. Tp Hồ Chí Minh;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6653;KHÔNG CÓ FILE
6195;Văn xuôi lãng mạn Việt Nam 1887-2000 : T.3 : Q.1 : 1946-1975;Hữu Nhuận (ch,b.);;2006;Nxb. Tp Hồ Chí Minh;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6654;KHÔNG CÓ FILE
6196;Văn xuôi lãng mạn Việt Nam 1887-2000 : T.3 : Q.2 : 1946-1975;Hữu Nhuận (ch,b.);;2006;Nxb. Tp Hồ Chí Minh;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6655;KHÔNG CÓ FILE
6197;Văn xuôi lãng mạn Việt Nam 1887-2000 : T.3 : Q.3 : 1946-1975;Hữu Nhuận (ch,b.);;2006;Nxb. Tp Hồ Chí Minh;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6656;KHÔNG CÓ FILE
6198;Văn xuôi lãng mạn Việt Nam 1887-2000 : T.4 : 1976-2000;Hữu Nhuận (ch,b.);;2006;Nxb. Tp Hồ Chí Minh;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6657;KHÔNG CÓ FILE
6199;Mấy vấn đề thi pháp văn học Trung Đại Việt Nam;Trần Đình Sử;;1999;Giáo dục;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6658;CÓ FILE
6200;Văn hóa, văn nghệ Việt Nam dưới chế độ Mỹ Ngụy;Trà Linh, Phong Hiền, Trịnh Tuệ Quỳnh,…;;1977;Văn hóa;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6659;CÓ FILE
6201;Nhân văn giai phẩm và vấn đề Nguyễn Ái Quốc;Thụy Khuê;;2012;Tiếng Quê Hương;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6660;CÓ FILE
6202;Nam Cao truyện ngắn tuyển chọn;Lan Hương (tuyển chọn);;2004;Văn học;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6661;KHÔNG CÓ FILE
6203;Việt Nam cổ văn học sử;Nguyễn Đổng Chi;;1993;Nxb. Trẻ;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6662;CÓ FILE
6204;Việt Nam phong tình cổ lục;Vũ Ngọc Khánh;;2009;Văn hóa Thông tin;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6663;CÓ FILE
6205;Vượt Cô Đảo : Tiểu thuyết;Phùng Quán;;1987;Nxb. Thuận hóa;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6664;CÓ FILE
6206;X.30 phá lưới;Đặng Thanh;;1976;Knxb;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6665;CÓ FILE
6207;Xa nhà ca (Trường ca dân tộc Hà Nhì);S.t. và biên dịch : Chu Thùy Liên, Lê Đình Lai;;2001;Văn hóa Dân tộc;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6666;CÓ FILE
6208;Xuân Diệu về tác gia và tác phẩm;Lưu Khánh Thơ (tuyển chọn);;2007;Giáo dục;Văn học Việt;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6667;CÓ FILE
6209;A Companion to Philosophy of Religion;Charles Taliaferro, Paul Draper, Philip L. Quinn;;2010;Wiley Blackwell;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6668;CÓ FILE
6210;A history of Philosophy : Vol.1 : Greece ang Rome;Frederick Copleston;;1993;Image Books Doubleday;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6669;CÓ FILE
6211;Anarchism : A_Very_Short_Introduction;Colin ward;;2004;Oxford University press;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6670;KHÔNG CÓ FILE
6212;Ancient Philosophy_: A_Very_Short_Introduction;Julia Annas;;2000;Oxford ;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6671;KHÔNG CÓ FILE
6213;Áo nghĩa thư;"Shri Aurobindo ;  Thạch Trung Giả";;2009;Văn hóa Thông tin;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6672;KHÔNG CÓ FILE
6214;Philosophy of science : A very short introduction;Samir Okasha;;2002;Oxford;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6673;CÓ FILE
6215;Aristote với học thuyết phạm trù;Nguyễn Văn Dũng;;1996;Khoa học xã hội;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6674;KHÔNG CÓ FILE
6216;Political philosophy : A very short introduction;David Miller;;2003;Oxford University press;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6675;KHÔNG CÓ FILE
6217;Aristotle : A Very Short Introduction;Jonathan Barners;;2000;Oxford;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6676;CÓ FILE
6218;Bách gia Chư Tử : Lược khảo;B.s. : Trần Văn, Hải Minh;;1991;Nxb. Hội nghiên cứu và giảng dạy văn học;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6677;KHÔNG CÓ FILE
6219;Bản ngã vô biên;Stuart Wilde;;2005;Tôn Giáo;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6678;KHÔNG CÓ FILE
6220;Bàn về cái nhạt;"Francois Jullien ;   Trương Thị an Na (dịch và giới thiệu)";;2003;Nxb. Đà Nẵng;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6679;CÓ FILE
6221;"Bàn về chữ ""thời""";"Francois Jullien ;  Đinh Chân (dịch)";;2004;Nxb. Đà Nẵng;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6680;CÓ FILE
6222;Bàn về khế ước xã hội;Jean, Jacques Rousseau;;1992;Lý luận chính trị;Triết học;;;;;;https://lib.qnu.edu.vn/tai-lieu-so-81289-ban-ve-khe-uoc-xa-hoi.html;CÓ FILE
6223;Bàn về tinh thần pháp luật;Montesquieu;;2006;Lý luận chính trị;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6682;KHÔNG CÓ FILE
6224;Bàn về chữ thế : Thiên hướng của muôn vật;"Francois Jullien ;  Lê Đức Quang";;2004;Nxb. Đà Nẵng;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6683;KHÔNG CÓ FILE
6225;Bàn về đạo nho;Nguyễn Khắc Viện;;1998;Nxb. Trẻ;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6684; CÓ FILE
6226;Bàn về tự do;John Stuart Mill;;1994;"Tri Thức ; Nguyễn Văn Trọng (dịch)";Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6685;KHÔNG CÓ FILE
6227;Bên kia thiện ác;Friedrich Nietzsche;;2008;Văn hóa Thông tin;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6686; CÓ FILE
6228;Beyond good and evil;Neitzsche;;2002;Cambridge;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6687; CÓ FILE
6229;Bí ẩn của bát quái;Vương Ngọc Đức, Diêu Vĩ Quân, Tăng Lỗi Quang;;2005;Văn hóa Thông tin;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6688;KHÔNG CÓ FILE
6230;Bí tàng đại lục nhâm độn đại toàn : T.2;Bùi Ngọc quảng;;2007;Nxb. Thanh Hóa;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6689;KHÔNG CÓ FILE
6231;Bí tàng đại lục nhâm độn đại toàn : T.1;Bùi Ngọc quảng;;2007;Nxb. Thanh Hóa;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6690;KHÔNG CÓ FILE
6232;Bóng trong bức tranh : Cái ác hay cái tiêu cực;Francois Jullien;;2005;Nxb. Đà Nẵng;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6691;KHÔNG CÓ FILE
6233;Buddhist ethics : A very short introduction;Damien Keown;;2005;Oxford;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6692; CÓ FILE
6234;Buồn nôn;Jean Paul Sartre;;2008;Văn hóa Sài Gòn;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6693; CÓ FILE
6235;Các triết thuyết lớn;Dominique Folscheid;;2000;Thế Giới;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6694; CÓ FILE
6236;Các biểu tưởng của nội giới hay cách đọc triết học về kinh dịch;Francois Jullien;;2007;Nxb. Đà Nẵng;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6695;KHÔNG CÓ FILE
6237;Các nguyên lý của triết học pháp quyền;"G. W. F. Hegel ;  Bùi Văn Nam Sơn (dịch và chú giải)";;2010;Tri thức;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6696; CÓ FILE
6238;Can chi thông luận;Nguyễn Ngọc Hải (b.s.);;1998;Văn hóa Thông tin;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6697;KHÔNG CÓ FILE
6239;Candide chàng ngay thơ;"Voltaire ;  Tế Xuyên (dịch)";;2008;Tri Thức;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6698;KHÔNG CÓ FILE
6240;Capital  A cirtique of political economy :Vol.1;Karl Max;;2010;[S.n.];Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6699;KHÔNG CÓ FILE
6241;Capital  A cirtique of political economy :Vol.2;Karl Max;;2010;[S.n.];Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6700;KHÔNG CÓ FILE
6242;Capital  A cirtique of political economy :Vol.3;Karl Max;;2010;[S.n.];Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6701;KHÔNG CÓ FILE
6243;Capitalism : A very short introduction;James Fulcher;;2004;Oxford University press;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6702;KHÔNG CÓ FILE
6244;René escartes (1596-1650);Bùi Văn Nam Sơn;;2016;Nxb. Trẻ;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6703;KHÔNG CÓ FILE
6245;Chủ nghĩa dân tộc sinh tồn;Nguyễn Ngọc Huy;;2006;[Knxb];Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6704;CÓ FILE
6246;Chủ nghĩa hiện sinh : Lịch sử, sự hiện diện ở Việt Nam;Nguyễn Tiến Dũng;;1999;Chính trị Quốc gia;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6705;KHÔNG CÓ FILE
6247;Chủ nghĩa tự do cá nhân và các nhà tư tưởng chính của nó;B.s. : Minh Anh, Vi Yên;;2016;[Knxb];Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6706;CÓ FILE
6248;Cội nguồn cảm hứng;Nguyễn Trần Bạt;;2011;Nxb. Hội nhà văn;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6707;KHÔNG CÓ FILE
6249;Công tử Bạc liêu;Phan Trung Nghĩa;;2006;Sở Văn hóa thông tin Bạc Liêu;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6708;CÓ FILE
6250;Consilience the unity of knowledge;Edward O. Wilson;;1999;Vintages Books;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6709;CÓ FILE
6251;Continental philosophy : A very short introduction;Simon Critchley;;2001;Oxford University press;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6710;CÓ FILE
6252;Đại cương triết học Trung Hoa nho giáo;Trần Trọng Kim;;2001;Văn hóa Thông tin;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6711;CÓ FILE
6253;Đại cương triết học Trung Quốc : T.1;Giản Chi, Nguyễn Hiến Lê;;2004;Thanh Niên;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6712;CÓ FILE
6254;Đại cương triết học Trung Quốc : T.2;Giản Chi, Nguyễn Hiến Lê;;2004;Thanh Niên;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6713;KHÔNG CÓ FILE
6255;Đại tượng vô hình;Francois Julien, Trương Quang Đệ (dịch);;2004;Nxb. Đà Nẵng;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6714;KHÔNG CÓ FILE
6256;Đàm đạo với Khổng tử;Hồ Văn Phi;;2002;Văn học;Triết học;;;;;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=6715;KHÔNG CÓ FILE
